V1 V2
213.205 286.371880408075
998.39 1295.92469357371
241.75 438.517531425103
77.925 -163.689740059487
856.085 1019.25220103304
249.31 55.4411234029142
743.505 853.960995302854
1989.21 1210.26196345677
1018.99 1007.42868973972
196.62 59.4935379890181
544.62 696.708206787984
477.29 270.285932935048
180.13 355.809845767411
734.82 799.707896150479
694.455 569.749975358528
368.97 548.588486555515
530.75 770.089090849584
620.9 701.566358462426
315.54 435.988876704238
753.345 1039.20420069145
461.23 623.832900934851
8.275 -66.9735941891297
1215.42 1022.03010435849
254.77 137.075454715201
356.205 188.086738320122
851.485 829.483251635286
238.93 67.3009866111564
307.48 466.904339778873
1541.3 1257.49748949798
483.3 707.853120356419
809.25 367.912739168113
213.55 572.80451505398
200.26 372.626773966837
684.53 647.511522114704
252.59 184.482686829203
168.155 421.524523615756
462.435 836.686360095818
56.315 182.450114723635
885.625 1043.52736695237
59.85 27.8501182114782
1130.01 1088.05094771766
598.26 630.742642353631
1235.85 1232.75431879325
1052.78 822.550364215695
503.535 667.167804992854
333.605 205.20569544651
203.38 640.639789940826
566.26 504.367740199065
508.405 865.990777804486
87.315 233.625075858556
432.48 444.876675069761
38.795 225.206783290962
541.2 232.596558406939
71.385 70.6405317917165
796.45 665.334527219235
966.075 873.016553178071
603.18 232.753499055371
0 144.580354435258
281.915 567.006179563601
489.44 272.488265846313
494.275 544.500547339318
62.215 47.0061214521173
146.675 218.826487004301
752.96 822.165512529205
638.855 982.143308563894
137.47 -47.5761471812385
252.53 -36.8173484073933
355.09 161.882320110019
309.715 102.086792315613
75.075 -47.7057124596625
0 156.722004015065
615.37 579.594796364237
372.745 368.038950809468
103.025 128.910955092024
32.61 36.9076485163808
649.83 749.006080060554
0 105.28521237764
0 -100.014289520216
899.13 856.799757017575
1150.96 934.716561276734
40.535 -4.18755903939854
311.4 112.867157008246
418.02 195.405397837821
119.38 209.199109395652
157.775 -11.0098284447512
0 -43.6816965895801
1073 601.955708962714
620.135 724.545455527549
66.67 177.125019475933
0 10.0820186238716
1019.61 774.752357838627
583.205 797.129285097931
153.5 273.935898723913
824.41 1375.67202154949
803.375 517.386904127223
