V1 V2
6131.32 5190.6546653048
362.07 -65.0434326220391
9266.14 8777.48824513284
14517.2 9121.66932175358
31.57 2614.33983099419
14246.6 8561.61406340086
5306 8637.94262305358
2596.83 3589.27621143519
4949.03 3961.46681954325
6475.69 4877.00818471447
2214.14 2650.72209911531
1807.43 658.815119817577
7583.44 5990.72110839211
1214.01 792.983483053468
9056.35 7801.35449978103
5210.51 7706.39210337327
48.765 -1122.82107560336
2073.96 7411.61352806885
7316.56 5149.02057996513
3355.36 3841.79232707387
3173.97 3025.63529943735
13570.5 8197.57370975021
3646.22 3498.32239823001
2493.02 3581.07723638577
851.85 721.881968117064
803.215 -130.212049047612
15116.2 7999.82480293783
0 -303.743738645162
7782.47 5071.41784141813
581.39 506.901229811414
0 60.8938682786232
9800.53 8178.22159255162
1795.04 1605.80595160438
753.11 1217.20434065813
812.165 233.292140192185
1800.66 2162.17463529553
2720.49 2401.18208601981
2327.89 3113.88796569807
13520.8 8933.66216081965
987.105 2135.37770594221
14974.5 10078.7942655882
3649.09 3054.64511403404
434.08 -387.671892645727
6903.9 5453.26462803944
3004.85 4781.95441833118
887.685 1007.54395821313
933.055 1102.31438295276
598.3 -154.36710113799
3110.44 2332.9111011578
1306.38 2260.22407373779
5979.72 3450.41472820283
7805.12 5452.46431210829
554.995 -185.590295657734
760.64 1370.2616288113
8828.12 7954.03645126108
7969.91 4327.93347765916
269.775 127.60554660405
331.61 167.49666382109
1139.35 1516.90949393808
0 -549.689258622677
6486.61 4121.54433930166
10195.9 7220.11783441118
2984.04 2859.3776775633
3970.88 3180.57188205343
9171.79 5418.50029025172
3227.6 4693.11101682034
679.245 728.581576929967
3653.74 3368.81224638629
5037.42 7378.59880069001
1356.69 2740.12804799681
7110.74 8135.724283532
7822.88 4167.97297584843
3736.57 3674.81700665395
3755.02 5739.43183394271
6741.6 6677.34375574515
5429.84 3862.53959304641
5080.09 7488.96901736
14116.2 10111.8063335969
2321.09 2091.70069833169
2977.53 7941.08224487552
512.835 901.775402087127
2235.8 1432.38327375918
4720.69 5618.28114981315
0 -698.830743357315
5147.14 2904.73923713612
3974.23 2760.81635250158
3713.04 4512.28178954922
1033.67 4927.9523391659
7826.48 5016.89804930695
11868.2 8149.28832116643
306.155 38.3350446625948
56.985 -923.493471286633
4822.6 3233.10642808674
9367.74 5764.00400059133
1026.81 868.930145077755
4423.44 5332.90645256377
