V1 V2
832.955 528.630210836092
151.035 -11.9652105953986
1047.39 1337.71365249062
4199.62 2176.75016737481
52.115 670.805396342215
2899.41 1799.6523598293
1357.04 1893.50316319783
508.84 682.628523099517
971.385 608.321984412477
1181.59 774.07027949625
271.51 541.156665126348
293.3 98.5947632334676
1310.64 860.561631628937
72.105 248.934603310098
1225.58 1525.29431918454
560.8 1108.96837800665
0 -368.050063321747
186.835 1175.11390831944
1171.44 538.173986099384
464.39 329.624302164056
565.33 360.898169061658
3461.98 1897.50162380057
479.49 492.483838020378
738.545 711.55791484794
270.07 256.004948407465
196.4 118.896720828764
2198.16 1541.06528697661
36.485 -7.76525068185572
555.205 755.194642411681
106.99 -32.6512224922041
66.64 31.1737722243797
1173.17 1312.23125741161
201.025 205.379898736656
65.685 87.1211608319071
215.34 -70.3602914936898
238.9 271.789587783057
261.19 310.12821622594
190.485 450.259057012708
2241.83 1587.6721050941
230.86 428.949407854093
3785.47 1864.53390288422
666.885 157.18306039691
259.83 42.6682156486312
1080.32 953.777347367541
792.565 1050.05842420179
135.78 117.120230619459
224.38 228.951131652422
163.87 108.258219576521
315.405 212.979018980528
200.53 164.383516654044
933.765 487.461214105358
1072.81 744.950760772463
146.675 -90.1233063570307
157.79 236.744678612869
1434.26 1807.89631000629
1458.86 738.925005802295
117.765 93.5853591954344
151.775 53.5570514690442
271.51 172.930934193685
104.44 6.56067425503309
303.045 287.011850543902
1598.96 1496.51364305699
291.465 526.565721806231
424.4 227.82100609083
1565.59 537.718369168255
279.405 712.337277932012
119.515 158.412194261117
471.15 169.837797773603
655.07 1100.22787049815
212.265 349.832756083507
1114.17 1155.33866526395
588.545 830.860704618997
204.545 246.546964938038
407.815 1104.50437059651
629.28 1059.93118881782
555.59 -18.8364602510625
1078.1 1590.80758712779
2805.24 1891.12376041407
668.545 230.331624358344
510.88 1788.03285233746
119.25 169.433796840088
475.805 198.646397478993
997.21 508.261409230516
43.195 7.30710082641716
927.68 457.295528175529
427.9 420.609875486341
694.83 661.630800926988
251.81 1301.04083062851
1040.41 876.137831881884
1938.5 1652.25121300713
158.27 82.8351369442405
76.55 -74.6993160630641
172.76 150.561398818723
1101.81 1118.14774892265
148.02 115.565385417694
341.325 559.186717910662
1456.9 2182.07701887012
71.165 -163.749160256359
567.025 753.360914699488
1076.6 1212.22735328095
288.69 469.818351306463
61.18 -117.536835508548
554.675 -70.9082132660939
15.77 191.637215163829
0 353.76109219308
215.635 424.91314172185
0 -334.716462262834
235.795 828.115384365746
2005.51 1765.98458318367
60.945 -18.2229019993752
520.97 -20.4440057817362
1581.65 1400.93698157879
307.17 26.4751494413462
430.745 143.097925681465
1522.66 1782.26347002238
181.075 521.934704855579
376.43 420.561973252601
1619.77 2025.45897967435
434.335 342.528667373349
120.64 -8.66078875644845
184.57 115.44959821572
4316.57 2724.08801838128
1033.77 1304.0601502681
321.215 1274.68839154399
839.21 1420.34097360613
132.71 -63.1326502708254
1028.86 1507.7699545739
4042.42 1884.36916771543
39.435 801.486650885355
2830.99 2023.8488002479
845.41 1170.01704620683
391.19 330.212016399128
428.165 490.898330252455
626.73 434.271041706764
0.93 45.3925019053182
7.23 71.7711878720261
297.175 236.152177697788
204.045 -315.048629934398
482.89 986.001757088347
1795.31 1410.84605655798
9.625 504.564100266896
1097.28 1920.95187584909
973.035 1433.84131858991
312.075 308.316567864087
560.53 56.1921697640515
3100.07 1968.89504972915
206.175 438.22630240706
319.395 793.624623171876
406.14 205.929178388789
239.595 -20.0141242173768
155.115 1479.12050126218
0 21.1218387222394
286.92 775.014094772768
291.25 56.3226879119877
65.375 -102.6960991198
1294.14 1546.20914231607
468.815 272.783945531183
44.16 279.532125639723
167.085 284.73256302433
455.805 170.041465979957
104.205 279.069788152789
0 142.206240639603
2454.61 1741.77809136239
249.9 241.118226727566
865.38 991.930404417943
392.335 244.580867080648
0 -156.856019617844
368.505 991.916416871545
137.92 784.027547671041
38.78 -25.4160033533372
45.79 118.565651448185
158.555 72.6970447514391
106.53 150.345054547956
268.65 65.0366518273978
62.875 219.452530105553
2393.38 1325.37043720532
135.68 134.658656584336
212.965 155.365166292723
1152.19 943.350020369423
1278.32 526.765586123408
109.81 -389.978888734309
161.28 14.0227432641476
270.29 219.805237666157
89.16 -85.3498742374958
294.085 494.513111644627
950.8 912.177954212446
74.615 338.638334002082
0 37.8500110699235
127.67 136.538210515638
8255.26 2463.44401006302
310.885 69.9832345848832
1315.27 652.77072594921
1335.69 950.129186267149
240 521.424814285748
1029.42 1931.85126834162
388.86 1035.01586831469
915.32 107.953752411709
1000.55 1708.04961679249
2304.51 1410.675398633
282.27 69.5001208737114
1443.41 1396.75487989359
413.8 676.898378817559
505.425 475.722638161845
562.605 940.322573919066
0 95.5010935919508
268.985 -80.4418787621511
343.61 -116.725541419531
1778.94 784.334259852051
102.58 128.583042153614
3038.65 2357.48945356633
715.7 991.144935510524
220.955 1599.31092446008
2908.16 1155.36874744642
779.165 666.772756818587
43.865 -62.1617928979418
267.4 1263.09136336565
178.41 404.530267096449
1018.09 1170.28519711422
130.515 446.782011855619
