V1 V2
213.205 253.798365636621
998.39 1571.35293940801
241.75 455.793740867915
77.925 -253.840419394963
856.085 1544.52385041347
249.31 17.0553877540883
743.505 869.449895244119
1989.21 1372.32869178401
1018.99 1102.69722016193
196.62 7.66007017556336
544.62 963.707765948706
477.29 340.31302542463
180.13 331.776997439008
734.82 973.71541653991
694.455 525.317633653506
368.97 594.851028672307
530.75 1226.04892159051
620.9 889.094503427877
315.54 451.829107335475
753.345 1337.46827628731
461.23 712.033875585759
8.275 -101.375932870808
1215.42 1501.58073112209
254.77 130.145008308615
356.205 146.351596581515
851.485 731.148783265102
238.93 -31.023592809137
307.48 496.636453070645
1541.3 1427.23495447547
483.3 881.575208039574
809.25 283.711786563318
213.55 667.326052823262
200.26 401.999750702635
684.53 875.045993837453
252.59 456.117512138794
168.155 570.032608290491
462.435 1137.39005994029
56.315 233.632544598351
885.625 1292.2519020763
59.85 -29.5851156837313
1130.01 1322.92807253093
598.26 722.040133320752
1235.85 1520.23574248174
1052.78 826.739693972548
503.535 982.512364638493
333.605 193.873099406479
203.38 867.933569396284
566.26 691.449462401297
508.405 1229.80908202404
87.315 369.179329754796
432.48 580.352444224077
38.795 207.219176334319
541.2 342.605365626082
71.385 -44.9623566143542
796.45 738.789783566534
966.075 829.893023944372
603.18 183.028427607963
0 132.98251899734
281.915 708.544977423368
489.44 365.134700665491
494.275 417.571823792573
62.215 -3.43320038494969
146.675 241.27561348417
752.96 870.791250604762
638.855 1198.0272064507
137.47 78.1528050277659
252.53 67.6832620046165
355.09 291.988983141266
309.715 51.342128708689
75.075 -59.1106427815241
0 165.718548475031
615.37 616.455226851042
372.745 517.728776468649
103.025 138.200759142036
32.61 -4.53848311811271
649.83 1208.55421506602
0 -27.9792298123872
0 -111.626913990116
899.13 914.538398644861
1150.96 933.824338184075
40.535 57.2133504722561
311.4 108.508923668407
418.02 260.333468743045
119.38 238.242611411862
157.775 -12.8872845108503
0 -103.127061868929
1073 623.393053588776
620.135 644.026017208088
66.67 204.500488570422
0 -10.6083922264065
1019.61 1190.20802282473
583.205 1192.73652982791
153.5 324.122184668088
824.41 1664.56358299562
803.375 442.715948576754
490.84 624.764565294944
75.13 507.391197455846
412.01 1066.06505897348
668.9 742.884891093694
400.365 1226.08874071917
548.415 600.464885362125
595.265 1335.03180376429
145.905 171.106017305007
217.145 651.241479070924
60.295 348.17595117851
1238.28 1695.20094177764
384.925 172.830441897351
1571.27 1670.53714743696
0 334.951607722625
178.365 115.206321301282
285.96 237.112015640602
296.675 248.356093378897
1004.73 1084.94368542063
901.745 1059.37684397181
292.795 458.691705005059
208.605 589.702289345916
97.205 -182.120971712033
22.075 27.6024571636613
424.885 116.102502098954
124.985 27.9022568670098
408.375 473.819690047261
304.985 328.463600170588
299.575 472.772266723853
257.085 377.367615038493
356.28 251.402860630747
1325.51 1512.95821716486
346.54 524.055653431651
155.89 175.744434333944
1745.36 1448.69331793284
183.345 397.894695289461
93.075 240.805205849212
105.175 1119.13846412967
135.04 483.402677013498
0 -306.758765532434
1625.23 1396.05202729027
52.36 -25.5438747594986
174.99 158.496996109262
1796.53 1584.0589710439
212.73 352.354776754857
94.245 61.0608666485367
746.125 1239.73961900102
243.82 299.161130224893
262.465 550.671556688596
1628.78 1301.23876027386
541.655 803.837881702294
310.355 280.612590353355
2317.37 1451.65075958785
355.28 516.50985578097
394.86 500.221062450632
0 -49.3314692336966
105.18 580.506419678334
52.795 250.9644327665
555.75 781.540424792615
211.455 296.514041891606
744.23 394.125500298859
495.69 339.913333879583
870.99 663.694362698924
185.38 -15.1940995287646
480.325 908.127167964233
0 383.753748502297
1212.02 1103.4600547464
279.255 392.404766851163
1975.7 1365.43428694785
214.54 260.840235701075
273.74 1134.52353105718
0 76.3973512222849
507.34 923.605147389841
157.835 401.944609006353
1217.64 1421.17548240818
130.51 -198.626389228512
900.335 1159.48570251287
153.71 37.4770101372461
1121.85 1104.52732041463
197.735 460.315536067949
0 362.206249645855
61.145 408.524989169741
181.605 493.089603856985
184.035 224.391505960592
11.265 41.80973497148
198.265 440.443610555297
205.905 -148.639026394144
0 -95.6329741932312
0 59.6883761127234
232.41 463.092533431761
5.73 -338.291466778465
0 -227.85496723373
0 17.2446700924241
62.455 314.938262271485
224.325 489.534278403353
12.71 143.683320385554
147.55 142.75104937529
496.455 700.736160843313
216.695 140.602531475841
49.79 99.0665247143133
271.44 455.461283956329
60.14 -89.2717206910807
0 -251.828949988609
85.13 -188.104664678071
6.115 -211.511055956614
354.89 498.548581280591
0 -128.586566815323
0 -157.937619925814
42.61 343.366871119887
275.645 421.604493305225
137.095 60.1914702886176
22.235 220.12545129742
