V1 V2
213.205 342.57330684317
998.39 1192.76015828337
241.75 525.35879185468
77.925 -31.1165120709285
856.085 1077.02989503056
249.31 212.197419855515
743.505 670.955311742155
1989.21 926.268665920829
1018.99 977.630965804521
196.62 57.3169993751677
544.62 663.36384059841
477.29 266.604778273707
180.13 356.216698560893
734.82 791.8401680195
694.455 511.446297266361
368.97 291.741919516698
530.75 690.708396895763
620.9 776.458069581817
315.54 475.895330110868
753.345 1101.55566439484
461.23 624.331783746982
8.275 -68.8136363525341
1215.42 1067.69055820367
254.77 224.560757769169
356.205 229.78546259451
851.485 891.812346796862
238.93 151.721137087483
307.48 436.609979917703
1541.3 1187.51120004291
483.3 729.887337832189
809.25 339.530794724212
213.55 668.980402326731
200.26 275.604526727329
684.53 485.547642053003
252.59 16.8121795841205
168.155 274.837867955478
462.435 789.737288548743
56.315 79.7003811951808
885.625 1128.63394136033
59.85 67.6021130455425
1130.01 871.476490224381
598.26 642.592868272248
1235.85 1527.17596827036
1052.78 883.415687940134
503.535 679.062198152037
333.605 247.676353613241
203.38 496.089514895214
566.26 433.547627296434
508.405 836.888124550132
87.315 132.934011283651
432.48 222.511183015531
38.795 163.714610979929
541.2 390.260152124707
71.385 57.4446715998814
796.45 683.542879399439
966.075 876.523334638819
603.18 276.522912324393
0 228.44890322118
281.915 460.984100162846
489.44 197.442622300892
494.275 621.289061394876
62.215 85.7463274705423
146.675 272.665934269925
752.96 950.162022270479
638.855 851.842011548277
137.47 -1.75316383555246
252.53 -97.7384118739969
355.09 192.323678952202
309.715 181.808884465015
75.075 -36.7368699354013
0 48.036978756871
615.37 610.071982309587
372.745 333.685038607551
103.025 187.316061179511
32.61 35.5158407840652
649.83 847.979435774117
0 123.415976104253
0 -17.808151599417
899.13 910.165442524853
1150.96 888.036718394036
40.535 10.5147532838779
311.4 133.237065347704
418.02 317.883811664978
119.38 206.960965106098
157.775 -34.5305792014997
0 -26.4830313346435
1073 622.919487099378
620.135 708.300904225103
66.67 222.760956814035
0 157.667109118228
1019.61 932.010826735005
583.205 867.768357909529
153.5 280.370093504642
824.41 1334.65594451051
803.375 509.79075846014
490.84 623.747945521331
75.13 447.285676671286
412.01 820.875588693133
668.9 306.207020738806
400.365 721.63998563639
548.415 563.019585486422
595.265 1051.44416624327
145.905 271.524363672478
217.145 489.87130430333
60.295 130.912357135573
1238.28 1336.70553746036
384.925 105.494652976151
1571.27 1398.97351778139
0 245.08702977872
178.365 81.7760130599637
285.96 370.996330046241
296.675 489.329723330958
1004.73 1083.29378014471
901.745 1127.06990989991
292.795 359.054290615429
208.605 415.951667158759
97.205 -151.82319703752
22.075 -5.73709790836926
424.885 220.946352272066
124.985 353.858844362363
408.375 414.460167973145
304.985 380.247224421575
299.575 436.668540062978
257.085 341.323130054893
356.28 427.282854009146
1325.51 1490.36977798934
346.54 728.734201294662
155.89 238.097371385153
1745.36 1446.68924645456
183.345 451.264061551632
93.075 233.554284320638
105.175 639.381098111564
135.04 382.786663027144
0 -235.879528867599
1625.23 1135.0316862815
52.36 -15.5870117918499
174.99 110.714592768715
1796.53 1384.43584759829
212.73 324.551839736203
94.245 25.8409654012443
746.125 882.793952438512
243.82 119.550623368795
262.465 487.910174259242
1628.78 1061.00963350466
541.655 618.274023113808
310.355 193.403372197544
2317.37 1367.88838870224
355.28 449.76071221334
394.86 490.182620359386
0 148.798615262511
105.18 508.915234299475
52.795 11.7654526514488
555.75 721.006214545843
211.455 287.196500518147
744.23 468.411453555254
495.69 370.291036620679
870.99 734.190313981569
185.38 65.8080662130964
480.325 301.026036298439
0 306.438566412376
1212.02 878.853622059736
279.255 149.86836321534
1975.7 1235.62642437973
214.54 211.182421011359
273.74 1007.80612504948
0 6.13730262703073
507.34 576.256194662905
157.835 278.863817597513
1217.64 1109.17356148033
130.51 -20.8037425993512
900.335 885.679412531218
153.71 35.0225698151429
1121.85 922.686760321793
197.735 193.443473487155
0 268.925794780052
61.145 214.462511550996
181.605 499.463799343978
184.035 228.34029299058
11.265 65.882033911797
198.265 254.381776145067
205.905 70.861322828169
0 104.879895235424
0 39.7361119091524
232.41 233.585986411287
5.73 269.710681579404
0 -177.312658089499
0 -166.396676959192
62.455 304.006893539586
224.325 442.045759626015
12.71 152.782155322011
147.55 3.80680890205546
496.455 482.640687449656
216.695 417.585928455003
49.79 109.356605208059
271.44 544.765901436541
60.14 -9.36812191434003
0 46.9273155630007
85.13 -132.130596481568
6.115 -182.973233447098
354.89 253.647267182601
0 -187.334264273257
0 -110.458929980496
42.61 272.374152239557
275.645 400.719851833424
137.095 72.9589337914106
22.235 228.395218890289
409.745 642.778192417375
177.66 721.077318487894
57.58 74.4199736046439
26.45 13.7300345863849
161 38.9575122305534
0 21.4708632352353
138.8 -112.003896038823
152.56 -101.666680894753
434.285 378.745704243921
618.425 319.936040768846
684.15 441.731633538228
1900.55 1681.24280718427
0 198.72406555759
67.715 -231.955151666919
0 2.182035784665
1927.68 1304.20863578545
67.725 22.6739594525041
1091.52 879.135501033636
297.415 331.548332410175
1496.75 1186.73147728481
97.985 395.869469941646
715.965 642.43506183372
387.56 606.245208303145
2382.66 1520.17714592987
42.47 -148.459983260841
275.105 800.367619543361
0 -77.8355710216185
0 -66.7570177012632
124.745 139.383271218569
266.925 243.389292685684
468.855 482.712215195658
578.11 512.266201628977
371.55 380.031487785241
234.41 398.868637841699
0 -48.0093236779544
0 41.0815788707487
608.93 510.806284788983
1036.83 500.273646700808
71.5 -52.0164090792582
0 -15.985733918727
134.13 63.0936466032992
0 -3.80355846207248
117.72 141.345302570245
418.22 497.074597015204
108.025 215.773100383518
163.945 345.52539282506
781.38 800.529045945893
395.515 424.832794419776
569.825 616.583559007424
250.675 298.237489101966
1168.95 983.781193233374
128.295 50.9881473969028
222.87 701.610434545569
284.03 247.033652994058
21.14 48.7762653874205
178.72 245.479437831591
