V1 V2
213.205 271.102954416507
998.39 1462.51161425153
241.75 441.695895656527
77.925 -237.808934826347
856.085 1477.25723701787
249.31 112.563895369379
743.505 822.900062383496
1989.21 1402.3964047847
1018.99 1035.3581503474
196.62 21.851066362125
544.62 898.331324713055
477.29 276.479024370333
180.13 319.842825848174
734.82 1015.26374587596
694.455 551.647372219388
368.97 592.219672023278
530.75 1114.19998686211
620.9 850.820190258496
315.54 446.124427038428
753.345 1266.23197999959
461.23 719.620761043793
8.275 -55.1730152482637
1215.42 1414.66468572275
254.77 198.434939372222
356.205 179.358801226045
851.485 777.738794266935
238.93 -26.4728091476417
307.48 442.834926181354
1541.3 1316.16001116198
483.3 862.006549022941
809.25 330.476456294952
213.55 626.25426824401
200.26 389.288155564164
684.53 904.416732389387
252.59 337.637500448282
168.155 627.59844507194
462.435 1109.06713133476
56.315 356.366993651625
885.625 1243.36476669337
59.85 37.6943677137465
1130.01 1259.0135301658
598.26 780.809085598381
1235.85 1400.91305222403
1052.78 876.509936224746
503.535 844.293778603197
333.605 234.31935963995
203.38 778.12246303023
566.26 692.468119389057
508.405 1147.0032121053
87.315 435.297272553757
432.48 590.394513141132
38.795 350.427900467099
541.2 377.416479139774
71.385 59.8302591477784
796.45 773.706504396579
966.075 838.971697618431
603.18 167.962496961611
0 170.662435715013
281.915 817.63096695293
489.44 422.776184033127
494.275 424.773739351186
62.215 -71.3248299462132
146.675 190.893468233646
752.96 956.973630291065
638.855 1025.41774565388
137.47 22.5096302786463
252.53 -28.7820800912019
355.09 289.325998079266
309.715 80.7880297015449
75.075 -66.1752404361391
0 163.130640139708
615.37 675.345745199383
372.745 513.656735897705
103.025 80.015030569858
32.61 27.6548062332916
649.83 1158.01227413906
0 -10.9456133198568
0 -134.516666858903
899.13 876.599030654613
1150.96 926.910187200571
40.535 63.7963341689121
311.4 128.541474080692
418.02 288.911213158839
119.38 210.427314014079
157.775 -39.3078324487158
0 -67.0238389907319
1073 660.926737794293
620.135 798.581669586221
66.67 185.689805714336
0 31.0728260102868
1019.61 1116.25420294284
583.205 1162.07989525703
153.5 277.082949253532
824.41 1776.37647513626
803.375 510.804171060532
490.84 566.85724404352
75.13 482.480294081255
412.01 1140.95788079363
668.9 691.733874480789
400.365 1092.60312652389
548.415 659.278906083547
595.265 1196.91535954813
145.905 231.715594088015
217.145 577.972117965141
60.295 346.111023996988
